UID;KSEF_REF;KSEF_DATA;SYMBOL;NAZWA_SKR;NAZWA_PEL;ADRES;KRAJ;KOD;MIASTO;NIP_KOD;NIP;NUMER_DOK;DATA_DOK;L_FAKT;LPARA;LFISK;FAKTURA;DATA_FAKT;WARTOSC_Z;WARTOSC_R;FORMA_P;TERMIN_P;FAKTURA_MP;NETTO22;VAT22;NETTO12;VAT12;NETTO07;VAT07;NETTO03;VAT03;NETTO0;NETTOZWOL;NETTO_NP;TYP_FAKT;NOTATKI;NETTO81;VAT81;NETTO82;VAT82;NETTO83;VAT83;NETTO84;VAT84;BEZODL;UWAGI;DATA_DOST;WALUTA;KURS;TABELA;TABELA_D;CENA_BRT;NETTO;BRUTTO;VAT;OZN_VAT;GTU_01;GTU_02;GTU_03;GTU_04;GTU_05;GTU_06;GTU_07;GTU_08;GTU_09;GTU_10;GTU_11;GTU_12;GTU_13;SW;EE;WSTO_EE;IED;TP;TT_WNT;TT_D;MR_T;MR_UZ;I_42;I_63;B_SPV;B_SPV_DOST;B_MPV_PROW;ZLY_DLUG
;;;"FA";"CMP centrum medyczne";"Centrum Medyczne Puławska  Sp. z o.o.";"ul. Puławska 49";;"05-500";"Piaseczno";;"123-09-55-789";"FA 00023/08/2020";2020-08-14;1;0;0;"00023/08/2020";2020-08-14;0.00;0.00;"Przelew  14 dni";2020-08-28;0;58200.00;13386.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-08-14;"PLN";1.0000;;;0;58200.00;71586.00;13386.00;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Emskiego";"Emskiego  Stanisławski Marcin";"ul. Rajdowa 10";;"05-850";"Konotopa";;"538-162-84-35";"FA 00024/08/2020";2020-08-17;1;0;0;"00024/08/2020";2020-08-17;0.00;0.00;"Przelew  14 dni";2020-08-31;0;1440.00;331.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-08-17;"PLN";1.0000;;;0;1440.00;1771.20;331.20;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Lekarz Weterynarii";"Lekarz Weterynarii Maciej Wojtczak";"ul. Kościuszki 2";;"05-500";"Piaseczno";;"1230345186";"FA 00025/08/2020";2020-08-17;1;0;0;"00025/08/2020";2020-08-17;0.00;0.00;"Przelew 7 dni";2020-08-24;0;7671.74;1764.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-08-17;"PLN";1.0000;;;0;7671.74;9436.24;1764.50;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"KFA";"Ceraco Nowy";"Ceraco UBP Sp.z o.o.";"ul. Puławska 303";;"02-785";"Warszawa";;"525-17-59-239";"KFA 00001/08/2020";2020-08-17;1;0;0;"00001/08/2020";2020-08-17;0.00;0.00;"Przelew  14 dni";2020-08-31;0;7700.00;1771.00;0.00;0.00;-7700.00;-616.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-08-17;"PLN";1.0000;;;0;0.00;1155.00;1155.00;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Emskiego";"Emskiego  Stanisławski Marcin";"ul. Rajdowa 10";;"05-850";"Konotopa";;"538-162-84-35";"FA 00026/08/2020";2020-08-19;1;0;0;"00026/08/2020";2020-08-19;0.00;0.00;"Przelew  14 dni";2020-09-02;0;320.00;73.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-08-19;"PLN";1.0000;;;0;320.00;393.60;73.60;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Instytut Fizjologii mochn";"Instytut Fizjologii i Patologii Słuchu";"ul. Mochnackiego 10";;"02-042";"Warszawa";;"526-17-44-423";"FA 00027/08/2020";2020-08-21;1;0;0;"00027/08/2020";2020-08-21;0.00;0.00;"Przelew  14 dni";2020-09-04;0;180.00;41.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-08-21;"PLN";1.0000;;;0;180.00;221.40;41.40;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Justyna Kęsy";"Justyna Kęsy";"ul. Augustówka 11d/5";;"02-981";"Warszawa";;;"FA 00028/08/2020";2020-08-21;1;0;0;"00028/08/2020";2020-08-21;0.00;0.00;"przelew 3 dni";2020-08-24;0;0.00;0.00;0.00;0.00;400.00;32.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-08-21;"PLN";1.0000;;;0;400.00;432.00;32.00;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"AMA";"Przedsiębiorstwo Handlowe ,,AMA''  Sp. z o.o.";"ul. Matuszewska 14";;"03-876";"Warszawa";;"113-14-37-554";"FA 00029/08/2020";2020-08-21;1;0;0;"00029/08/2020";2020-08-21;0.00;0.00;"Przelew  14 dni";2020-09-04;0;1350.00;310.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-08-21;"PLN";1.0000;;;0;1350.00;1660.50;310.50;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Gmina Lesznowola-Szkoła N";"Gmina Lesznowola";"ul. Gminna 60";;"05-506";"Lesznowola";;"1231220334";"FA 00030/08/2020";2020-08-21;1;0;0;"00030/08/2020";2020-08-21;0.00;0.00;"Przelew  14 dni";2020-09-04;0;3120.00;717.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-08-21;"PLN";1.0000;;;0;3120.00;3837.60;717.60;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Janusz Kossakowski";"Janusz Kossakowski";"ul. Czajewicza 8/33";;"05-500";"Piaseczno";;;"FA 00031/08/2020";2020-08-21;1;0;0;"00031/08/2020";2020-08-21;0.00;0.00;"przelew 3 dni";2020-08-24;0;0.00;0.00;0.00;0.00;4800.00;384.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-08-21;"PLN";1.0000;;;0;4800.00;5184.00;384.00;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"ASTERUS";"ASTERUS Paweł Karski";"Al. Niepodległości 58";;"02-626";"Warszawa";;"521-044-11-15";"FA 00032/08/2020";2020-08-21;1;0;0;"00032/08/2020";2020-08-21;0.00;0.00;"Przelew  14 dni";2020-09-04;0;380.00;87.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-08-21;"PLN";1.0000;;;0;380.00;467.40;87.40;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Auralight Polska";"Auralight Polska Sp. z o.o.";"ul. 1 Maja 46a,";;"05-500";"Piaseczno";;"1230884776";"FA 00033/08/2020";2020-08-21;1;0;0;"00033/08/2020";2020-08-21;0.00;0.00;"Przelew  14 dni";2020-09-04;0;1072.75;246.73;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;459.75;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-08-21;"PLN";1.0000;;;0;1532.50;1779.23;246.73;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Jarpol";"Budownictwo Drogowe JARPOL S.A.";"ul. Grenadierów 8/25";;"04-062";"Warszawa";;"1132164710";"FA 00034/08/2020";2020-08-21;1;0;0;"00034/08/2020";2020-08-21;0.00;0.00;"Przelew  14 dni";2020-09-04;0;200.00;46.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-08-21;"PLN";1.0000;;;0;200.00;246.00;46.00;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Marek Rogowski korot";"Marek Rogowski";"ul. Korotyńskiego 17 m 53";;"02-123";"Warszawa";;;"FA 00035/08/2020";2020-08-21;1;0;0;"00035/08/2020";2020-08-21;0.00;0.00;"przelew 3 dni";2020-08-24;0;0.00;0.00;0.00;0.00;250.00;20.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-08-21;"PLN";1.0000;;;0;250.00;270.00;20.00;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Centrum Zdrowia Muszynski";"Centrum Zdrowia SJ  Adam Muszyński";"ul. Czajewicza 5/7 lok.49";;"05-500";"Piaseczno";;"1230819862";"FA 00036/08/2020";2020-08-21;1;0;0;"00036/08/2020";2020-08-21;0.00;0.00;"Przelew  14 dni";2020-09-04;0;350.00;80.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-08-21;"PLN";1.0000;;;0;350.00;430.50;80.50;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Gmina Lesznowola-Szkoła N";"Gmina Lesznowola";"ul. Gminna 60";;"05-506";"Lesznowola";;"1231220334";"FA 00037/08/2020";2020-08-21;1;0;0;"00037/08/2020";2020-08-21;0.00;0.00;"Przelew  14 dni";2020-09-04;0;350.00;80.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-08-21;"PLN";1.0000;;;0;350.00;430.50;80.50;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Przedsięb. Konserwacji";"Przedsiębiorstwo Konserwacji Zabytków Mateusz Sp. z o.o.";"ul. Suwalska 36e/32";;"03-252";"Warszawa";;"5242567888";"FA 00038/08/2020";2020-08-21;1;0;0;"00038/08/2020";2020-08-21;0.00;0.00;"Przelew  14 dni";2020-09-04;0;2100.00;483.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-08-21;"PLN";1.0000;;;0;2100.00;2583.00;483.00;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Emskiego";"Emskiego  Stanisławski Marcin";"ul. Rajdowa 10";;"05-850";"Konotopa";;"538-162-84-35";"FA 00039/08/2020";2020-08-25;1;0;0;"00039/08/2020";2020-08-25;0.00;0.00;"Przelew  14 dni";2020-09-08;0;360.00;82.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-08-25;"PLN";1.0000;;;0;360.00;442.80;82.80;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Monika Konopka ul. Zdrowa";"Monika Konopka";"ul. Zdrowa 8";;"02-747";"Warszawa";;;"FA 00040/08/2020";2020-08-27;1;0;0;"00040/08/2020";2020-08-27;6253.20;0.00;"gotówka";2020-08-27;0;0.00;0.00;0.00;0.00;5790.00;463.20;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-08-27;"PLN";1.0000;;;0;5790.00;6253.20;463.20;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Katarzyna Dixon -NOWY";"Katarzyna Dixon";"ul. Piaskowa 12C";;"05-510";"Konstancin-Jeziorna Chylice";;;"FA 00041/08/2020";2020-08-27;1;0;0;"00041/08/2020";2020-08-27;0.00;0.00;"przelew 3 dni";2020-08-30;0;0.00;0.00;0.00;0.00;250.00;20.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-08-27;"PLN";1.0000;;;0;250.00;270.00;20.00;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"CENTRUM MEDYCZNE";"Centrum Medyczne                                                                                      Warszawskiego Uniwersytetu Medycznego Sp. z o.o.";"ul. Nielubowicza 5";;"02-097";"Warszawa";;"526-25-08-021";"FA 00042/08/2020";2020-08-27;1;0;0;"00042/08/2020";2020-08-27;0.00;0.00;"Przelew  14 dni";2020-09-10;0;320.00;73.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-08-27;"PLN";1.0000;;;0;320.00;393.60;73.60;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"EDGARD";"EDGARD Mariusz Jachimczuk";"ul. Belgijska 11";;"02-511";"Warszawa";;"521-110-60-34";"FA 00043/08/2020";2020-08-27;1;0;0;"00043/08/2020";2020-08-27;0.00;0.00;"Przelew  14 dni";2020-09-10;0;380.00;87.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-08-27;"PLN";1.0000;;;0;380.00;467.40;87.40;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"CMP centrum medyczne";"Centrum Medyczne Puławska  Sp. z o.o.";"ul. Puławska 49";;"05-500";"Piaseczno";;"123-09-55-789";"FA 00044/08/2020";2020-08-27;1;0;0;"00044/08/2020";2020-08-27;0.00;0.00;"Przelew  14 dni";2020-09-10;0;420.00;96.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-08-27;"PLN";1.0000;;;0;420.00;516.60;96.60;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Real Managament Sp.zoo";"Real Managament Construction sp. z o.o.";"ul. Klimczaka 1";;"02-797";"Warszawa";;"5213244148";"FA 00045/08/2020";2020-08-27;1;0;0;"00045/08/2020";2020-08-27;0.00;0.00;"Przelew  14 dni";2020-09-10;0;7830.00;1800.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-08-27;"PLN";1.0000;;;0;7830.00;9630.90;1800.90;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Ambasada  Włoska";"AMBASADA WŁOSKA BIURO ATTACHE OBRONY";"Pl. Dąbrowskiego 6";;"00-055";"Warszawa";;"000-000-00-00";"FA 00046/08/2020";2020-08-27;1;0;0;"00046/08/2020";2020-08-27;0.00;0.00;"Przelew  14 dni";2020-09-10;0;280.00;64.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-08-27;"PLN";1.0000;;;0;280.00;344.40;64.40;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Jarpol";"Budownictwo Drogowe JARPOL S.A.";"ul. Grenadierów 8/25";;"04-062";"Warszawa";;"1132164710";"FA 00047/08/2020";2020-08-27;1;0;0;"00047/08/2020";2020-08-27;0.00;0.00;"Przelew  14 dni";2020-09-10;0;450.00;103.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-08-27;"PLN";1.0000;;;0;450.00;553.50;103.50;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Multi-Production";"MULTI-PRODUCTION Sp. z o.o.";"ul. Młynarska 39/2";;"05-500";"Piaseczno";;"5262742432";"FA 00048/08/2020";2020-08-27;1;0;0;"00048/08/2020";2020-08-27;200.00;0.00;"gotówka";2020-08-27;0;162.60;37.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-08-27;"PLN";1.0000;;;0;162.60;200.00;37.40;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Elżbieta Laplatte";"Elżbieta Laplatte";"Al. Wyzwolenia 18/4";;"00-570";"Warszawa";;;"FA 00049/08/2020";2020-08-27;1;0;0;"00049/08/2020";2020-08-27;0.00;0.00;"przelew 3 dni";2020-08-30;0;0.00;0.00;0.00;0.00;300.00;24.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-08-27;"PLN";1.0000;;;0;300.00;324.00;24.00;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Przedsięb. Konserwacji";"Przedsiębiorstwo Konserwacji Zabytków Mateusz Sp. z o.o.";"ul. Suwalska 36e/32";;"03-252";"Warszawa";;"5242567888";"FA 00050/08/2020";2020-08-27;1;0;0;"00050/08/2020";2020-08-27;0.00;0.00;"Przelew  14 dni";2020-09-10;0;560.00;128.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-08-27;"PLN";1.0000;;;0;560.00;688.80;128.80;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Domus  s.c.";"Domus s.c.";"ul. Świętojańska 17";;"05-500";"Piaseczno";;"1231020902";"FA 00051/08/2020";2020-08-27;1;0;0;"00051/08/2020";2020-08-27;0.00;0.00;"Przelew  14 dni";2020-09-10;0;250.00;57.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-08-27;"PLN";1.0000;;;0;250.00;307.50;57.50;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Kancelaria Radcy Prawnego";"Kancelaria Radcy Prawnego Małgorzata Szwaj";"ul. Paderewskiego 5";;"05-520";"Konstancin-Jeziorna";;"5261057013";"FA 00052/08/2020";2020-08-27;1;0;0;"00052/08/2020";2020-08-27;0.00;0.00;"przelew 3 dni";2020-08-30;0;2440.00;561.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-08-27;"PLN";1.0000;;;0;2440.00;3001.20;561.20;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"usługi gastronomiczne";"Usługi Gastronomiczne  Marcin Cwyl";"Zakole 11";;"05-090";"Raszyn";;"5222311594";"FA 00053/08/2020";2020-08-27;1;0;0;"00053/08/2020";2020-08-27;0.00;0.00;"Przelew  14 dni";2020-09-10;0;360.00;82.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-08-27;"PLN";1.0000;;;0;360.00;442.80;82.80;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"STS S.A.";"STS S.A.";"ul. Porcelanowa 8";;"40-246";"Katowice";;"6422187001";"FA 00054/08/2020";2020-08-27;1;0;0;"00054/08/2020";2020-08-27;0.00;0.00;"Przelew  14 dni";2020-09-10;0;1050.00;241.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-08-27;"PLN";1.0000;;;0;1050.00;1291.50;241.50;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Główny Inspektorat";"Główny Inspektorat Ochrony Roślin i Nasiennictwa";"Al. Jana Pawła II 11";;"00-828";"Warszawa";;"5262605468";"FA 00055/08/2020";2020-08-28;1;0;0;"00055/08/2020";2020-08-28;0.00;0.00;"Przelew  14 dni";2020-09-11;0;180.00;41.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-08-28;"PLN";1.0000;;;0;180.00;221.40;41.40;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"CMP INWEST";"CMP INWEST Spółka z ograniczoną odpowiedzialnością";"ul.Puławska 49";;"05-500";"Piaseczno";;"123-131-02-09";"FA 00056/08/2020";2020-08-31;1;0;0;"00056/08/2020";2020-08-31;0.00;0.00;"Przelew 90 dni";2020-11-30;0;58200.00;13386.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-08-31;"PLN";1.0000;;;0;58200.00;71586.00;13386.00;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"KFA";"CMP centrum medyczne";"Centrum Medyczne Puławska  Sp. z o.o.";"ul. Puławska 49";;"05-500";"Piaseczno";;"123-09-55-789";"KFA 00002/08/2020";2020-08-31;1;0;0;"00002/08/2020";2020-08-31;0.00;0.00;"Przelew  14 dni";2020-09-14;0;-58200.00;-13386.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-08-31;"PLN";1.0000;;;0;-58200.00;-71586.00;-13386.00;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Grzegorz Domański";"Grzegorz  Domański";"ul. Orląt Lwowskich 62/6";;"02-495";"Warszawa";;;"FA 00001/09/2020";2020-09-01;1;0;0;"00001/09/2020";2020-09-01;3996.00;0.00;"gotówka";2020-09-01;0;0.00;0.00;0.00;0.00;3700.00;296.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-09-01;"PLN";1.0000;;;0;3700.00;3996.00;296.00;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Chemiks";"Chemiks Sp. z o.o.";"ul. Łubna 60";;"05-532";"Baniocha";;"1231229708";"FA 00002/09/2020";2020-09-03;1;0;0;"00002/09/2020";2020-09-03;0.00;0.00;"Przelew  14 dni";2020-09-17;0;1150.00;264.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-09-03;"PLN";1.0000;;;0;1150.00;1414.50;264.50;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Nowy świat 29";"NOWY ŚWIAT 29 Sp. z o.o.";"ul. Puławska 303";;"02-785";"Warszawa";;"951-19-87-934";"FA 00003/09/2020";2020-09-03;1;0;0;"00003/09/2020";2020-09-03;0.00;0.00;"Przelew  14 dni";2020-09-17;0;10410.00;2394.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-09-03;"PLN";1.0000;;;0;10410.00;12804.30;2394.30;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Ceraco Nowy";"Ceraco UBP Sp.z o.o.";"ul. Puławska 303";;"02-785";"Warszawa";;"525-17-59-239";"FA 00004/09/2020";2020-09-03;1;0;0;"00004/09/2020";2020-09-03;0.00;0.00;"Przelew  14 dni";2020-09-17;0;9850.00;2265.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-09-03;"PLN";1.0000;;;0;9850.00;12115.50;2265.50;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Ceraco Nowy";"Ceraco UBP Sp.z o.o.";"ul. Puławska 303";;"02-785";"Warszawa";;"525-17-59-239";"FA 00005/09/2020";2020-09-03;1;0;0;"00005/09/2020";2020-09-03;0.00;0.00;"Przelew  14 dni";2020-09-17;0;2050.00;471.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-09-03;"PLN";1.0000;;;0;2050.00;2521.50;471.50;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;"FA";"Marcin Moszczyński";"Marcin Moszczyński";"ul.Pąsowej Róży 11 lok 2";;"05-500";"Nowa Wola";;;"FA 00006/09/2020";2020-09-03;1;0;0;"00006/09/2020";2020-09-03;0.00;0.00;"przelew 3 dni";2020-09-06;0;0.00;0.00;0.00;0.00;400.00;32.00;0.00;0.00;0.00;0.00;0.00;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;2020-09-03;"PLN";1.0000;;;0;400.00;432.00;32.00;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
